RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3295,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6791,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5342,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4318,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4135,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
12831,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
15215,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5543,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4326,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4286,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6079,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4133,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4663,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3559,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3726,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4271,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4263,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4335,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5414,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
9046,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5925,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3967,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3295,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3662,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
7007,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2534,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4070,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
17758,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3454,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5247,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3846,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5590,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
12583,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2055,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
8198,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
11767,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3381,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3263,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3382,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2806,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4991,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3687,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2247,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3086,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5534,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3854,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3719,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
7471,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2958,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4119,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5023,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6406,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3319,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3047,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3982,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3071,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4646,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4887,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2031,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4623,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3047,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3534,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3159,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3334,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3103,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
9326,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3597,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4182,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3679,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6774,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3655,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
12462,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
7535,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2062,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5383,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2471,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
1765,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4598,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4087,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6694,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2326,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2663,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5726,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3214,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2798,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5030,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3718,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4766,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4717,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
13141,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3182,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
1839,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2175,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2527,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4254,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2326,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3295,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5887,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
8678,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3262,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3366,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
